,name,indicator,indicator2,year,value
675,Virgin Islands (U.S.),gini,GINI index,1980,
676,West Bank and Gaza,gini,GINI index,1980,
677,World,gini,GINI index,1980,
678,Yemen,gini,GINI index,1980,
679,Zambia,gini,GINI index,1980,
680,Zimbabwe,gini,GINI index,1980,
681,Afghanistan,gini,GINI index,1981,
682,Albania,gini,GINI index,1981,
683,Algeria,gini,GINI index,1981,
684,American Samoa,gini,GINI index,1981,
685,Andorra,gini,GINI index,1981,
686,Angola,gini,GINI index,1981,
687,Antigua and Barbuda,gini,GINI index,1981,
688,Argentina,gini,GINI index,1981,
689,Armenia,gini,GINI index,1981,
690,Aruba,gini,GINI index,1981,
691,Australia,gini,GINI index,1981,31.899999618530273
692,Austria,gini,GINI index,1981,
693,Azerbaijan,gini,GINI index,1981,
694,Bahamas,gini,GINI index,1981,
695,Bahrain,gini,GINI index,1981,
696,Bangladesh,gini,GINI index,1981,39.0
697,Barbados,gini,GINI index,1981,
698,Belarus,gini,GINI index,1981,
699,Belgium,gini,GINI index,1981,
700,Belize,gini,GINI index,1981,
701,Benin,gini,GINI index,1981,
702,Bermuda,gini,GINI index,1981,
703,Bhutan,gini,GINI index,1981,
704,Bolivia,gini,GINI index,1981,
705,Bosnia and Herzegovina,gini,GINI index,1981,
706,Botswana,gini,GINI index,1981,
707,Brazil,gini,GINI index,1981,57.48
708,Brunei,gini,GINI index,1981,
709,Bulgaria,gini,GINI index,1981,24.399999618530273
710,Burkina Faso,gini,GINI index,1981,
711,Burundi,gini,GINI index,1981,
712,Cambodia,gini,GINI index,1981,
713,Cameroon,gini,GINI index,1981,
714,Canada,gini,GINI index,1981,32.29999923706055
715,Cape Verde,gini,GINI index,1981,
716,Cayman Islands,gini,GINI index,1981,
717,Central African Rep.,gini,GINI index,1981,
718,Chad,gini,GINI index,1981,
719,Channel Islands,gini,GINI index,1981,
720,Chile,gini,GINI index,1981,53.5
721,China,gini,GINI index,1981,29.100000381469727
722,Colombia,gini,GINI index,1981,
723,Comoros,gini,GINI index,1981,
724,Congo,gini,GINI index,1981,
725,Congo,gini,GINI index,1981,
726,Costa Rica,gini,GINI index,1981,47.49
727,Cote d'Ivoire,gini,GINI index,1981,
728,Croatia,gini,GINI index,1981,
729,Cuba,gini,GINI index,1981,
730,Cyprus,gini,GINI index,1981,
731,Czech Rep.,gini,GINI index,1981,
732,Denmark,gini,GINI index,1981,36.900001525878906
733,Djibouti,gini,GINI index,1981,
734,Dominica,gini,GINI index,1981,
735,Dominican Rep.,gini,GINI index,1981,
736,East Asia & Pacific,gini,GINI index,1981,
737,Ecuador,gini,GINI index,1981,
738,Egypt,gini,GINI index,1981,
739,El Salvador,gini,GINI index,1981,
740,Equatorial Guinea,gini,GINI index,1981,
741,Eritrea,gini,GINI index,1981,
742,Estonia,gini,GINI index,1981,
743,Ethiopia,gini,GINI index,1981,
744,Euro area,gini,GINI index,1981,
745,Europe & Central Asia,gini,GINI index,1981,
746,Faeroe Islands,gini,GINI index,1981,
747,Fiji,gini,GINI index,1981,
748,Finland,gini,GINI index,1981,32.0
749,France,gini,GINI index,1981,31.600000381469727
750,French Polynesia,gini,GINI index,1981,
751,Gabon,gini,GINI index,1981,
752,Gambia,gini,GINI index,1981,
753,Georgia,gini,GINI index,1981,
754,Germany,gini,GINI index,1981,
755,Ghana,gini,GINI index,1981,
756,Greece,gini,GINI index,1981,33.29999923706055
757,Greenland,gini,GINI index,1981,
758,Grenada,gini,GINI index,1981,
759,Guam,gini,GINI index,1981,
760,Guatemala,gini,GINI index,1981,
761,Guinea,gini,GINI index,1981,
762,Guinea-Bissau,gini,GINI index,1981,
763,Guyana,gini,GINI index,1981,
764,Haiti,gini,GINI index,1981,
765,Heavily indebted poor countries (HIPC),gini,GINI index,1981,
766,High income,gini,GINI index,1981,
767,High income: nonOECD,gini,GINI index,1981,
768,High income: OECD,gini,GINI index,1981,
769,Honduras,gini,GINI index,1981,
770,Hong Kong,gini,GINI index,1981,
771,Hungary,gini,GINI index,1981,
772,Iceland,gini,GINI index,1981,
773,India,gini,GINI index,1981,
774,Indonesia,gini,GINI index,1981,
775,Iran,gini,GINI index,1981,
776,Iraq,gini,GINI index,1981,
777,Ireland,gini,GINI index,1981,
778,Isle of Man,gini,GINI index,1981,
779,Israel,gini,GINI index,1981,
780,Italy,gini,GINI index,1981,31.5
781,Jamaica,gini,GINI index,1981,
782,Japan,gini,GINI index,1981,31.399999618530273
783,Jordan,gini,GINI index,1981,
784,Kazakhstan,gini,GINI index,1981,
785,Kenya,gini,GINI index,1981,
786,Kiribati,gini,GINI index,1981,
787,Korea,gini,GINI index,1981,
788,Korea,gini,GINI index,1981,
789,Kuwait,gini,GINI index,1981,
790,Kyrgyzstan,gini,GINI index,1981,
791,Laos,gini,GINI index,1981,
792,Latin America & Caribbean,gini,GINI index,1981,
793,Latvia,gini,GINI index,1981,
794,Least developed countries: UN classification,gini,GINI index,1981,
795,Lebanon,gini,GINI index,1981,
796,Lesotho,gini,GINI index,1981,
797,Liberia,gini,GINI index,1981,
798,Libya,gini,GINI index,1981,
799,Liechtenstein,gini,GINI index,1981,
800,Lithuania,gini,GINI index,1981,
801,Low & middle income,gini,GINI index,1981,
802,Low income,gini,GINI index,1981,
803,Lower middle income,gini,GINI index,1981,
804,Luxembourg,gini,GINI index,1981,
805,Macao,gini,GINI index,1981,
806,Macedonia,gini,GINI index,1981,
807,Madagascar,gini,GINI index,1981,
808,Malawi,gini,GINI index,1981,
809,Malaysia,gini,GINI index,1981,
810,Maldives,gini,GINI index,1981,
811,Mali,gini,GINI index,1981,
812,Malta,gini,GINI index,1981,
813,Marshall Islands,gini,GINI index,1981,
814,Mauritania,gini,GINI index,1981,
815,Mauritius,gini,GINI index,1981,
816,Mayotte,gini,GINI index,1981,
817,Mexico,gini,GINI index,1981,
818,Micronesia,gini,GINI index,1981,
819,Middle East & North Africa,gini,GINI index,1981,
820,Middle income,gini,GINI index,1981,
821,Moldova,gini,GINI index,1981,
822,Monaco,gini,GINI index,1981,
823,Mongolia,gini,GINI index,1981,
824,Montenegro,gini,GINI index,1981,
825,Morocco,gini,GINI index,1981,
826,Mozambique,gini,GINI index,1981,
827,Myanmar,gini,GINI index,1981,
828,Namibia,gini,GINI index,1981,
829,Nepal,gini,GINI index,1981,
830,Netherlands,gini,GINI index,1981,26.700000762939453
831,Netherlands Antilles,gini,GINI index,1981,
832,New Caledonia,gini,GINI index,1981,
833,New Zealand,gini,GINI index,1981,
834,Nicaragua,gini,GINI index,1981,
835,Niger,gini,GINI index,1981,
836,Nigeria,gini,GINI index,1981,35.20000076293945
837,Northern Mariana Islands,gini,GINI index,1981,
838,Norway,gini,GINI index,1981,
839,Oman,gini,GINI index,1981,
840,Pakistan,gini,GINI index,1981,
841,Palau,gini,GINI index,1981,
842,Panama,gini,GINI index,1981,
843,Papua New Guinea,gini,GINI index,1981,
844,Paraguay,gini,GINI index,1981,
845,Peru,gini,GINI index,1981,49.29999923706055
846,Philippines,gini,GINI index,1981,
847,Poland,gini,GINI index,1981,23.299999237060547
848,Portugal,gini,GINI index,1981,
849,Puerto Rico,gini,GINI index,1981,
850,Qatar,gini,GINI index,1981,
851,Romania,gini,GINI index,1981,
852,Russia,gini,GINI index,1981,
853,Rwanda,gini,GINI index,1981,
854,Saint Kitts and Nevis,gini,GINI index,1981,
855,Saint Lucia,gini,GINI index,1981,
856,Saint Vincent and the Grenadines,gini,GINI index,1981,
857,Samoa,gini,GINI index,1981,
858,San Marino,gini,GINI index,1981,
859,Sao Tome and Principe,gini,GINI index,1981,
860,Saudi Arabia,gini,GINI index,1981,
861,Senegal,gini,GINI index,1981,
862,Serbia,gini,GINI index,1981,
863,Seychelles,gini,GINI index,1981,
864,Sierra Leone,gini,GINI index,1981,
865,Singapore,gini,GINI index,1981,
866,Slovak Republic,gini,GINI index,1981,
867,Slovenia,gini,GINI index,1981,
868,Solomon Islands,gini,GINI index,1981,
869,Somalia,gini,GINI index,1981,
870,South Africa,gini,GINI index,1981,
871,South Asia,gini,GINI index,1981,
872,Spain,gini,GINI index,1981,
873,Sri Lanka,gini,GINI index,1981,45.29999923706055
874,Sub-Saharan Africa,gini,GINI index,1981,
875,Sudan,gini,GINI index,1981,
876,Suriname,gini,GINI index,1981,
877,Swaziland,gini,GINI index,1981,
878,Sweden,gini,GINI index,1981,22.799999237060547
879,Switzerland,gini,GINI index,1981,
880,Syria,gini,GINI index,1981,
881,Tajikistan,gini,GINI index,1981,
882,Tanzania,gini,GINI index,1981,
883,Thailand,gini,GINI index,1981,45.22
884,Timor-Leste,gini,GINI index,1981,
885,Togo,gini,GINI index,1981,
886,Tonga,gini,GINI index,1981,
887,Trinidad and Tobago,gini,GINI index,1981,
888,Tunisia,gini,GINI index,1981,
889,Turkey,gini,GINI index,1981,
890,Turkmenistan,gini,GINI index,1981,
891,Uganda,gini,GINI index,1981,
892,Ukraine,gini,GINI index,1981,
893,United Arab Emirates,gini,GINI index,1981,
894,United Kingdom,gini,GINI index,1981,29.399999618530273
895,United States,gini,GINI index,1981,40.599998474121094
896,Upper middle income,gini,GINI index,1981,
897,Uruguay,gini,GINI index,1981,43.70000076293945
898,Uzbekistan,gini,GINI index,1981,
899,Vanuatu,gini,GINI index,1981,
900,Venezuela,gini,GINI index,1981,55.82
901,Vietnam,gini,GINI index,1981,
902,Virgin Islands (U.S.),gini,GINI index,1981,
903,West Bank and Gaza,gini,GINI index,1981,
904,World,gini,GINI index,1981,
905,Yemen,gini,GINI index,1981,
906,Zambia,gini,GINI index,1981,
907,Zimbabwe,gini,GINI index,1981,
908,Afghanistan,gini,GINI index,1982,
909,Albania,gini,GINI index,1982,
910,Algeria,gini,GINI index,1982,
911,American Samoa,gini,GINI index,1982,
912,Andorra,gini,GINI index,1982,
913,Angola,gini,GINI index,1982,
914,Antigua and Barbuda,gini,GINI index,1982,
915,Argentina,gini,GINI index,1982,
916,Armenia,gini,GINI index,1982,
917,Aruba,gini,GINI index,1982,
918,Australia,gini,GINI index,1982,40.0
919,Austria,gini,GINI index,1982,
920,Azerbaijan,gini,GINI index,1982,
921,Bahamas,gini,GINI index,1982,
922,Bahrain,gini,GINI index,1982,
923,Bangladesh,gini,GINI index,1982,
924,Barbados,gini,GINI index,1982,
925,Belarus,gini,GINI index,1982,
926,Belgium,gini,GINI index,1982,
927,Belize,gini,GINI index,1982,
928,Benin,gini,GINI index,1982,
929,Bermuda,gini,GINI index,1982,
930,Bhutan,gini,GINI index,1982,
931,Bolivia,gini,GINI index,1982,
932,Bosnia and Herzegovina,gini,GINI index,1982,
933,Botswana,gini,GINI index,1982,
934,Brazil,gini,GINI index,1982,58.15
935,Brunei,gini,GINI index,1982,
936,Bulgaria,gini,GINI index,1982,24.700000762939453
937,Burkina Faso,gini,GINI index,1982,
938,Burundi,gini,GINI index,1982,
939,Cambodia,gini,GINI index,1982,
940,Cameroon,gini,GINI index,1982,
941,Canada,gini,GINI index,1982,29.399999618530273
942,Cape Verde,gini,GINI index,1982,
943,Cayman Islands,gini,GINI index,1982,
944,Central African Rep.,gini,GINI index,1982,
945,Chad,gini,GINI index,1982,
946,Channel Islands,gini,GINI index,1982,
947,Chile,gini,GINI index,1982,57.0
948,China,gini,GINI index,1982,28.799999237060547
949,Colombia,gini,GINI index,1982,
950,Comoros,gini,GINI index,1982,
951,Congo,gini,GINI index,1982,
952,Congo,gini,GINI index,1982,
953,Costa Rica,gini,GINI index,1982,
954,Cote d'Ivoire,gini,GINI index,1982,
955,Croatia,gini,GINI index,1982,
956,Cuba,gini,GINI index,1982,
957,Cyprus,gini,GINI index,1982,
958,Czech Rep.,gini,GINI index,1982,
959,Denmark,gini,GINI index,1982,35.79999923706055
960,Djibouti,gini,GINI index,1982,
961,Dominica,gini,GINI index,1982,
962,Dominican Rep.,gini,GINI index,1982,
963,East Asia & Pacific,gini,GINI index,1982,
964,Ecuador,gini,GINI index,1982,
965,Egypt,gini,GINI index,1982,
966,El Salvador,gini,GINI index,1982,
967,Equatorial Guinea,gini,GINI index,1982,
968,Eritrea,gini,GINI index,1982,
969,Estonia,gini,GINI index,1982,
970,Ethiopia,gini,GINI index,1982,32.42
971,Euro area,gini,GINI index,1982,
972,Europe & Central Asia,gini,GINI index,1982,
973,Faeroe Islands,gini,GINI index,1982,
974,Fiji,gini,GINI index,1982,
975,Finland,gini,GINI index,1982,31.5
976,France,gini,GINI index,1982,
977,French Polynesia,gini,GINI index,1982,
978,Gabon,gini,GINI index,1982,
979,Gambia,gini,GINI index,1982,
980,Georgia,gini,GINI index,1982,
981,Germany,gini,GINI index,1982,
982,Ghana,gini,GINI index,1982,
983,Greece,gini,GINI index,1982,
984,Greenland,gini,GINI index,1982,
985,Grenada,gini,GINI index,1982,
986,Guam,gini,GINI index,1982,
987,Guatemala,gini,GINI index,1982,
988,Guinea,gini,GINI index,1982,
989,Guinea-Bissau,gini,GINI index,1982,
990,Guyana,gini,GINI index,1982,
991,Haiti,gini,GINI index,1982,
992,Heavily indebted poor countries (HIPC),gini,GINI index,1982,
993,High income,gini,GINI index,1982,
994,High income: nonOECD,gini,GINI index,1982,
995,High income: OECD,gini,GINI index,1982,
996,Honduras,gini,GINI index,1982,
997,Hong Kong,gini,GINI index,1982,
998,Hungary,gini,GINI index,1982,21.0
999,Iceland,gini,GINI index,1982,
1000,India,gini,GINI index,1982,
1001,Indonesia,gini,GINI index,1982,
1002,Iran,gini,GINI index,1982,
1003,Iraq,gini,GINI index,1982,
1004,Ireland,gini,GINI index,1982,
1005,Isle of Man,gini,GINI index,1982,
1006,Israel,gini,GINI index,1982,
1007,Italy,gini,GINI index,1982,29.700000762939453
1008,Jamaica,gini,GINI index,1982,
1009,Japan,gini,GINI index,1982,34.79999923706055
1010,Jordan,gini,GINI index,1982,
1011,Kazakhstan,gini,GINI index,1982,
1012,Kenya,gini,GINI index,1982,
1013,Kiribati,gini,GINI index,1982,
1014,Korea,gini,GINI index,1982,
1015,Korea,gini,GINI index,1982,
1016,Kuwait,gini,GINI index,1982,
1017,Kyrgyzstan,gini,GINI index,1982,
1018,Laos,gini,GINI index,1982,
1019,Latin America & Caribbean,gini,GINI index,1982,
1020,Latvia,gini,GINI index,1982,
1021,Least developed countries: UN classification,gini,GINI index,1982,
1022,Lebanon,gini,GINI index,1982,
1023,Lesotho,gini,GINI index,1982,
1024,Liberia,gini,GINI index,1982,
1025,Libya,gini,GINI index,1982,
1026,Liechtenstein,gini,GINI index,1982,
1027,Lithuania,gini,GINI index,1982,
1028,Low & middle income,gini,GINI index,1982,
1029,Low income,gini,GINI index,1982,
1030,Lower middle income,gini,GINI index,1982,
1031,Luxembourg,gini,GINI index,1982,
1032,Macao,gini,GINI index,1982,
1033,Macedonia,gini,GINI index,1982,
1034,Madagascar,gini,GINI index,1982,
1035,Malawi,gini,GINI index,1982,
1036,Malaysia,gini,GINI index,1982,
1037,Maldives,gini,GINI index,1982,
1038,Mali,gini,GINI index,1982,
1039,Malta,gini,GINI index,1982,
1040,Marshall Islands,gini,GINI index,1982,
1041,Mauritania,gini,GINI index,1982,
1042,Mauritius,gini,GINI index,1982,
1043,Mayotte,gini,GINI index,1982,
1044,Mexico,gini,GINI index,1982,
1045,Micronesia,gini,GINI index,1982,
1046,Middle East & North Africa,gini,GINI index,1982,
1047,Middle income,gini,GINI index,1982,
1048,Moldova,gini,GINI index,1982,
1049,Monaco,gini,GINI index,1982,
1050,Mongolia,gini,GINI index,1982,
1051,Montenegro,gini,GINI index,1982,
1052,Morocco,gini,GINI index,1982,
1053,Mozambique,gini,GINI index,1982,
1054,Myanmar,gini,GINI index,1982,
1055,Namibia,gini,GINI index,1982,
1056,Nepal,gini,GINI index,1982,
1057,Netherlands,gini,GINI index,1982,27.600000381469727
1058,Netherlands Antilles,gini,GINI index,1982,
1059,New Caledonia,gini,GINI index,1982,
1060,New Zealand,gini,GINI index,1982,33.900001525878906
1061,Nicaragua,gini,GINI index,1982,
1062,Niger,gini,GINI index,1982,
1063,Nigeria,gini,GINI index,1982,36.099998474121094
1064,Northern Mariana Islands,gini,GINI index,1982,
1065,Norway,gini,GINI index,1982,32.400001525878906
1066,Oman,gini,GINI index,1982,
1067,Pakistan,gini,GINI index,1982,
1068,Palau,gini,GINI index,1982,
1069,Panama,gini,GINI index,1982,
1070,Papua New Guinea,gini,GINI index,1982,
1071,Paraguay,gini,GINI index,1982,
1072,Peru,gini,GINI index,1982,
1073,Philippines,gini,GINI index,1982,
1074,Poland,gini,GINI index,1982,20.899999618530273
1075,Portugal,gini,GINI index,1982,
1076,Puerto Rico,gini,GINI index,1982,
1077,Qatar,gini,GINI index,1982,
1078,Romania,gini,GINI index,1982,
1079,Russia,gini,GINI index,1982,
1080,Rwanda,gini,GINI index,1982,
1081,Saint Kitts and Nevis,gini,GINI index,1982,
1082,Saint Lucia,gini,GINI index,1982,
1083,Saint Vincent and the Grenadines,gini,GINI index,1982,
1084,Samoa,gini,GINI index,1982,
1085,San Marino,gini,GINI index,1982,
1086,Sao Tome and Principe,gini,GINI index,1982,
1087,Saudi Arabia,gini,GINI index,1982,
1088,Senegal,gini,GINI index,1982,
1089,Serbia,gini,GINI index,1982,
1090,Seychelles,gini,GINI index,1982,
1091,Sierra Leone,gini,GINI index,1982,
1092,Singapore,gini,GINI index,1982,
1093,Slovak Republic,gini,GINI index,1982,
1094,Slovenia,gini,GINI index,1982,
1095,Solomon Islands,gini,GINI index,1982,
1096,Somalia,gini,GINI index,1982,
1097,South Africa,gini,GINI index,1982,
1098,South Asia,gini,GINI index,1982,
1099,Spain,gini,GINI index,1982,
1100,Sri Lanka,gini,GINI index,1982,
1101,Sub-Saharan Africa,gini,GINI index,1982,
1102,Sudan,gini,GINI index,1982,
1103,Suriname,gini,GINI index,1982,
1104,Swaziland,gini,GINI index,1982,
1105,Sweden,gini,GINI index,1982,30.700000762939453
1106,Switzerland,gini,GINI index,1982,35.70000076293945
1107,Syria,gini,GINI index,1982,
1108,Tajikistan,gini,GINI index,1982,
1109,Tanzania,gini,GINI index,1982,
1110,Thailand,gini,GINI index,1982,
1111,Timor-Leste,gini,GINI index,1982,
1112,Togo,gini,GINI index,1982,
1113,Tonga,gini,GINI index,1982,
1114,Trinidad and Tobago,gini,GINI index,1982,
1115,Tunisia,gini,GINI index,1982,
1116,Turkey,gini,GINI index,1982,
1117,Turkmenistan,gini,GINI index,1982,
1118,Uganda,gini,GINI index,1982,
1119,Ukraine,gini,GINI index,1982,
1120,United Arab Emirates,gini,GINI index,1982,
1121,United Kingdom,gini,GINI index,1982,29.100000381469727
1122,United States,gini,GINI index,1982,41.20000076293945
1123,Upper middle income,gini,GINI index,1982,
1124,Uruguay,gini,GINI index,1982,
1125,Uzbekistan,gini,GINI index,1982,
1126,Vanuatu,gini,GINI index,1982,
1127,Venezuela,gini,GINI index,1982,
1128,Vietnam,gini,GINI index,1982,
1129,Virgin Islands (U.S.),gini,GINI index,1982,
1130,West Bank and Gaza,gini,GINI index,1982,
1131,World,gini,GINI index,1982,
1132,Yemen,gini,GINI index,1982,
1133,Zambia,gini,GINI index,1982,
1134,Zimbabwe,gini,GINI index,1982,
1135,Afghanistan,gini,GINI index,1983,
1136,Albania,gini,GINI index,1983,
1137,Algeria,gini,GINI index,1983,
1138,American Samoa,gini,GINI index,1983,
1139,Andorra,gini,GINI index,1983,
1140,Angola,gini,GINI index,1983,
1141,Antigua and Barbuda,gini,GINI index,1983,
1142,Argentina,gini,GINI index,1983,
1143,Armenia,gini,GINI index,1983,
1144,Aruba,gini,GINI index,1983,
1145,Australia,gini,GINI index,1983,
1146,Austria,gini,GINI index,1983,
1147,Azerbaijan,gini,GINI index,1983,
1148,Bahamas,gini,GINI index,1983,
1149,Bahrain,gini,GINI index,1983,
1150,Bangladesh,gini,GINI index,1983,36.0
1151,Barbados,gini,GINI index,1983,
1152,Belarus,gini,GINI index,1983,
1153,Belgium,gini,GINI index,1983,
1154,Belize,gini,GINI index,1983,
1155,Benin,gini,GINI index,1983,
1156,Bermuda,gini,GINI index,1983,
1157,Bhutan,gini,GINI index,1983,
1158,Bolivia,gini,GINI index,1983,
1159,Bosnia and Herzegovina,gini,GINI index,1983,
1160,Botswana,gini,GINI index,1983,
1161,Brazil,gini,GINI index,1983,58.4
1162,Brunei,gini,GINI index,1983,
1163,Bulgaria,gini,GINI index,1983,25.0
1164,Burkina Faso,gini,GINI index,1983,
1165,Burundi,gini,GINI index,1983,
1166,Cambodia,gini,GINI index,1983,
1167,Cameroon,gini,GINI index,1983,49.0
1168,Canada,gini,GINI index,1983,32.79999923706055
1169,Cape Verde,gini,GINI index,1983,
1170,Cayman Islands,gini,GINI index,1983,
1171,Central African Rep.,gini,GINI index,1983,
1172,Chad,gini,GINI index,1983,
1173,Channel Islands,gini,GINI index,1983,
1174,Chile,gini,GINI index,1983,54.5
1175,China,gini,GINI index,1983,27.200000762939453
1176,Colombia,gini,GINI index,1983,
1177,Comoros,gini,GINI index,1983,
1178,Congo,gini,GINI index,1983,
1179,Congo,gini,GINI index,1983,
1180,Costa Rica,gini,GINI index,1983,47.0
1181,Cote d'Ivoire,gini,GINI index,1983,
1182,Croatia,gini,GINI index,1983,
1183,Cuba,gini,GINI index,1983,
1184,Cyprus,gini,GINI index,1983,
1185,Czech Rep.,gini,GINI index,1983,
1186,Denmark,gini,GINI index,1983,33.900001525878906
