;name;indicator;indicator2;year;value;region
572;Spain;gini;GINI index;1983;;Europe
573;Sri Lanka;gini;GINI index;1983;;Asia
574;Suriname;gini;GINI index;1983;;Americas
575;Swaziland;gini;GINI index;1983;;Africa
576;Sweden;gini;GINI index;1983;30.100000381469727;Europe
577;Switzerland;gini;GINI index;1983;;Europe
578;Tajikistan;gini;GINI index;1983;;Asia
579;Tanzania;gini;GINI index;1983;;
580;Thailand;gini;GINI index;1983;;Asia
581;Timor-Leste;gini;GINI index;1983;;Asia
582;Togo;gini;GINI index;1983;;Africa
583;Trinidad and Tobago;gini;GINI index;1983;;Americas
584;Tunisia;gini;GINI index;1983;;Africa
585;Turkey;gini;GINI index;1983;;Asia
586;Turkmenistan;gini;GINI index;1983;;Asia
587;Uganda;gini;GINI index;1983;;Africa
588;Ukraine;gini;GINI index;1983;;Europe
589;United Kingdom;gini;GINI index;1983;29.600000381469727;
590;United States;gini;GINI index;1983;41.400001525878906;
591;Uruguay;gini;GINI index;1983;;Americas
592;Uzbekistan;gini;GINI index;1983;;Asia
593;Venezuela;gini;GINI index;1983;;
594;Vietnam;gini;GINI index;1983;;
595;Yemen Rep.;gini;GINI index;1983;;
596;Zambia;gini;GINI index;1983;;Africa
597;Zimbabwe;gini;GINI index;1983;;Africa
598;Albania;gini;GINI index;1984;;Europe
599;Algeria;gini;GINI index;1984;;Africa
600;Angola;gini;GINI index;1984;;Africa
601;Argentina;gini;GINI index;1984;;Americas
602;Armenia;gini;GINI index;1984;;Asia
603;Australia;gini;GINI index;1984;;Oceania
604;Austria;gini;GINI index;1984;;Europe
605;Azerbaijan;gini;GINI index;1984;;Asia
606;Bangladesh;gini;GINI index;1984;25.899999618530273;Asia
607;Belarus;gini;GINI index;1984;;Europe
608;Belgium;gini;GINI index;1984;;Europe
609;Benin;gini;GINI index;1984;;Africa
610;Bhutan;gini;GINI index;1984;;Asia
611;Bolivia;gini;GINI index;1984;;
612;Bosnia and Herzegovina;gini;GINI index;1984;;Europe
613;Botswana;gini;GINI index;1984;;Africa
614;Brazil;gini;GINI index;1984;58.43;Americas
615;Bulgaria;gini;GINI index;1984;23.5;Europe
616;Burkina Faso;gini;GINI index;1984;;Africa
617;Burundi;gini;GINI index;1984;;Africa
618;Cambodia;gini;GINI index;1984;;Asia
619;Cameroon;gini;GINI index;1984;;Africa
620;Canada;gini;GINI index;1984;33.0;Americas
621;Cape Verde;gini;GINI index;1984;;
622;Central African Rep.;gini;GINI index;1984;;Africa
623;Chad;gini;GINI index;1984;;Africa
624;Chile;gini;GINI index;1984;55.900001525878906;Americas
625;China;gini;GINI index;1984;27.700000762939453;Asia
626;Colombia;gini;GINI index;1984;;Americas
627;Comoros;gini;GINI index;1984;;Africa
628;Congo Dem. Rep.;gini;GINI index;1984;;
629;Congo Rep.;gini;GINI index;1984;;
630;Costa Rica;gini;GINI index;1984;;Americas
631;Cote d'Ivoire;gini;GINI index;1984;;
632;Croatia;gini;GINI index;1984;;Europe
633;Czech Republic;gini;GINI index;1984;;Europe
634;Denmark;gini;GINI index;1984;33.099998474121094;Europe
635;Djibouti;gini;GINI index;1984;;Africa
636;Dominican Rep.;gini;GINI index;1984;43.29999923706055;Americas
637;Ecuador;gini;GINI index;1984;;Americas
638;Egypt;gini;GINI index;1984;;Africa
639;El Salvador;gini;GINI index;1984;;Americas
640;Estonia;gini;GINI index;1984;;Europe
641;Ethiopia;gini;GINI index;1984;;Africa
642;Finland;gini;GINI index;1984;30.799999237060547;Europe
643;France;gini;GINI index;1984;37.20000076293945;Europe
644;Gabon;gini;GINI index;1984;;Africa
645;Gambia;gini;GINI index;1984;;Africa
646;Georgia;gini;GINI index;1984;;Asia
647;Germany;gini;GINI index;1984;29.899999618530273;Europe
648;Ghana;gini;GINI index;1984;;Africa
649;Greece;gini;GINI index;1984;;Europe
650;Guatemala;gini;GINI index;1984;;Americas
651;Guinea;gini;GINI index;1984;;Africa
652;Guinea-Bissau;gini;GINI index;1984;;Africa
653;Guyana;gini;GINI index;1984;;Americas
654;Haiti;gini;GINI index;1984;;Americas
655;Honduras;gini;GINI index;1984;;Americas
656;Hong Kong;gini;GINI index;1984;;Asia
657;Hungary;gini;GINI index;1984;;Europe
658;India;gini;GINI index;1984;;Asia
659;Indonesia;gini;GINI index;1984;30.5;Asia
660;Iran;gini;GINI index;1984;45.099998474121094;
661;Ireland;gini;GINI index;1984;;Europe
662;Israel;gini;GINI index;1984;;Asia
663;Italy;gini;GINI index;1984;32.099998474121094;Europe
664;Jamaica;gini;GINI index;1984;;Americas
665;Japan;gini;GINI index;1984;34.29999923706055;Asia
666;Jordan;gini;GINI index;1984;;Asia
667;Kazakhstan;gini;GINI index;1984;;Asia
668;Kenya;gini;GINI index;1984;;Africa
669;South Korea;gini;GINI index;1984;;
670;Kyrgyzstan;gini;GINI index;1984;;Asia
671;Laos;gini;GINI index;1984;;Asia
672;Latvia;gini;GINI index;1984;;Europe
673;Lesotho;gini;GINI index;1984;;Africa
674;Liberia;gini;GINI index;1984;;Africa
675;Lithuania;gini;GINI index;1984;;Europe
676;Luxembourg;gini;GINI index;1984;;Europe
677;Macedonia;gini;GINI index;1984;;
678;Madagascar;gini;GINI index;1984;;Africa
679;Malawi;gini;GINI index;1984;;Africa
680;Malaysia;gini;GINI index;1984;48.63;Asia
681;Mali;gini;GINI index;1984;;Africa
682;Mauritania;gini;GINI index;1984;;Africa
683;Mexico;gini;GINI index;1984;46.26;Americas
684;Moldova;gini;GINI index;1984;;
685;Mongolia;gini;GINI index;1984;;Asia
686;Morocco;gini;GINI index;1984;;Africa
687;Mozambique;gini;GINI index;1984;;Africa
688;Namibia;gini;GINI index;1984;;Africa
689;Nepal;gini;GINI index;1984;30.100000381469727;Asia
690;Netherlands;gini;GINI index;1984;;Europe
691;Netherlands;gini;GINI index;1984;;Europe
692;New Zealand;gini;GINI index;1984;;Oceania
693;Nicaragua;gini;GINI index;1984;;Americas
694;Niger;gini;GINI index;1984;;Africa
695;Nigeria;gini;GINI index;1984;;Africa
696;Norway;gini;GINI index;1984;30.600000381469727;Europe
697;Pakistan;gini;GINI index;1984;;Asia
698;Panama;gini;GINI index;1984;;Americas
699;Papua New Guinea;gini;GINI index;1984;;Oceania
700;Paraguay;gini;GINI index;1984;;Americas
701;Peru;gini;GINI index;1984;;Americas
702;Philippines;gini;GINI index;1984;;Asia
703;Poland;gini;GINI index;1984;25.899999618530273;Europe
704;Portugal;gini;GINI index;1984;;Europe
705;Romania;gini;GINI index;1984;;Europe
706;Russia;gini;GINI index;1984;;Europe
707;Rwanda;gini;GINI index;1984;28.899999618530273;Africa
708;Saint Lucia;gini;GINI index;1984;;Americas
709;Senegal;gini;GINI index;1984;;Africa
710;Sierra Leone;gini;GINI index;1984;;Africa
711;Singapore;gini;GINI index;1984;;Asia
712;Slovak Republic;gini;GINI index;1984;;
713;Slovenia;gini;GINI index;1984;;Europe
714;South Africa;gini;GINI index;1984;;Africa
715;Spain;gini;GINI index;1984;;Europe
716;Sri Lanka;gini;GINI index;1984;;Asia
717;Suriname;gini;GINI index;1984;;Americas
718;Swaziland;gini;GINI index;1984;;Africa
719;Sweden;gini;GINI index;1984;31.799999237060547;Europe
720;Switzerland;gini;GINI index;1984;;Europe
721;Tajikistan;gini;GINI index;1984;;Asia
722;Tanzania;gini;GINI index;1984;;
723;Thailand;gini;GINI index;1984;;Asia
724;Timor-Leste;gini;GINI index;1984;;Asia
725;Togo;gini;GINI index;1984;;Africa
726;Trinidad and Tobago;gini;GINI index;1984;;Americas
727;Tunisia;gini;GINI index;1984;;Africa
728;Turkey;gini;GINI index;1984;;Asia
729;Turkmenistan;gini;GINI index;1984;;Asia
730;Uganda;gini;GINI index;1984;;Africa
731;Ukraine;gini;GINI index;1984;;Europe
732;United Kingdom;gini;GINI index;1984;29.700000762939453;
733;United States;gini;GINI index;1984;41.5;
734;Uruguay;gini;GINI index;1984;;Americas
735;Uzbekistan;gini;GINI index;1984;;Asia
736;Venezuela;gini;GINI index;1984;;
737;Vietnam;gini;GINI index;1984;;
738;Yemen Rep.;gini;GINI index;1984;;
739;Zambia;gini;GINI index;1984;;Africa
740;Zimbabwe;gini;GINI index;1984;;Africa
741;Albania;gini;GINI index;1985;;Europe
742;Algeria;gini;GINI index;1985;;Africa
743;Angola;gini;GINI index;1985;;Africa
744;Argentina;gini;GINI index;1985;;Americas
745;Armenia;gini;GINI index;1985;;Asia
746;Australia;gini;GINI index;1985;32.79999923706055;Oceania
747;Austria;gini;GINI index;1985;;Europe
748;Azerbaijan;gini;GINI index;1985;;Asia
749;Bangladesh;gini;GINI index;1985;;Asia
750;Belarus;gini;GINI index;1985;;Europe
751;Belgium;gini;GINI index;1985;25.100000381469727;Europe
752;Benin;gini;GINI index;1985;;Africa
753;Bhutan;gini;GINI index;1985;;Asia
754;Bolivia;gini;GINI index;1985;;
755;Bosnia and Herzegovina;gini;GINI index;1985;;Europe
756;Botswana;gini;GINI index;1985;;Africa
757;Brazil;gini;GINI index;1985;58.96;Americas
758;Bulgaria;gini;GINI index;1985;23.399999618530273;Europe
759;Burkina Faso;gini;GINI index;1985;;Africa
760;Burundi;gini;GINI index;1985;;Africa
761;Cambodia;gini;GINI index;1985;;Asia
762;Cameroon;gini;GINI index;1985;;Africa
763;Canada;gini;GINI index;1985;32.79999923706055;Americas
764;Cape Verde;gini;GINI index;1985;;
765;Central African Rep.;gini;GINI index;1985;;Africa
766;Chad;gini;GINI index;1985;;Africa
767;Chile;gini;GINI index;1985;54.900001525878906;Americas
768;China;gini;GINI index;1985;31.0;Asia
769;Colombia;gini;GINI index;1985;;Americas
770;Comoros;gini;GINI index;1985;;Africa
771;Congo Dem. Rep.;gini;GINI index;1985;;
772;Congo Rep.;gini;GINI index;1985;;
773;Costa Rica;gini;GINI index;1985;;Americas
774;Cote d'Ivoire;gini;GINI index;1985;41.21;
775;Croatia;gini;GINI index;1985;;Europe
776;Czech Republic;gini;GINI index;1985;;Europe
777;Denmark;gini;GINI index;1985;32.5;Europe
778;Djibouti;gini;GINI index;1985;;Africa
779;Dominican Rep.;gini;GINI index;1985;;Americas
780;Ecuador;gini;GINI index;1985;;Americas
781;Egypt;gini;GINI index;1985;;Africa
782;El Salvador;gini;GINI index;1985;;Americas
783;Estonia;gini;GINI index;1985;;Europe
784;Ethiopia;gini;GINI index;1985;;Africa
785;Finland;gini;GINI index;1985;;Europe
786;France;gini;GINI index;1985;;Europe
787;Gabon;gini;GINI index;1985;;Africa
788;Gambia;gini;GINI index;1985;;Africa
789;Georgia;gini;GINI index;1985;;Asia
790;Germany;gini;GINI index;1985;35.20000076293945;Europe
791;Ghana;gini;GINI index;1985;;Africa
792;Greece;gini;GINI index;1985;;Europe
793;Guatemala;gini;GINI index;1985;;Americas
794;Guinea;gini;GINI index;1985;;Africa
795;Guinea-Bissau;gini;GINI index;1985;;Africa
796;Guyana;gini;GINI index;1985;;Americas
797;Haiti;gini;GINI index;1985;;Americas
798;Honduras;gini;GINI index;1985;;Americas
799;Hong Kong;gini;GINI index;1985;;Asia
800;Hungary;gini;GINI index;1985;;Europe
801;India;gini;GINI index;1985;;Asia
802;Indonesia;gini;GINI index;1985;;Asia
803;Iran;gini;GINI index;1985;45.29999923706055;
804;Ireland;gini;GINI index;1985;;Europe
805;Israel;gini;GINI index;1985;;Asia
806;Italy;gini;GINI index;1985;;Europe
807;Jamaica;gini;GINI index;1985;;Americas
808;Japan;gini;GINI index;1985;35.900001525878906;Asia
809;Jordan;gini;GINI index;1985;;Asia
810;Kazakhstan;gini;GINI index;1985;;Asia
811;Kenya;gini;GINI index;1985;;Africa
812;South Korea;gini;GINI index;1985;34.5;
813;Kyrgyzstan;gini;GINI index;1985;;Asia
814;Laos;gini;GINI index;1985;;Asia
815;Latvia;gini;GINI index;1985;;Europe
816;Lesotho;gini;GINI index;1985;;Africa
817;Liberia;gini;GINI index;1985;;Africa
818;Lithuania;gini;GINI index;1985;;Europe
819;Luxembourg;gini;GINI index;1985;26.799999237060547;Europe
820;Macedonia;gini;GINI index;1985;;
821;Madagascar;gini;GINI index;1985;;Africa
822;Malawi;gini;GINI index;1985;;Africa
823;Malaysia;gini;GINI index;1985;;Asia
824;Mali;gini;GINI index;1985;;Africa
825;Mauritania;gini;GINI index;1985;;Africa
826;Mexico;gini;GINI index;1985;;Americas
827;Moldova;gini;GINI index;1985;;
828;Mongolia;gini;GINI index;1985;;Asia
829;Morocco;gini;GINI index;1985;39.19;Africa
830;Mozambique;gini;GINI index;1985;;Africa
831;Namibia;gini;GINI index;1985;;Africa
832;Nepal;gini;GINI index;1985;30.100000381469727;Asia
833;Netherlands;gini;GINI index;1985;29.100000381469727;Europe
834;Netherlands;gini;GINI index;1985;;Europe
835;New Zealand;gini;GINI index;1985;35.79999923706055;Oceania
836;Nicaragua;gini;GINI index;1985;;Americas
837;Niger;gini;GINI index;1985;;Africa
838;Nigeria;gini;GINI index;1985;37.400001525878906;Africa
839;Norway;gini;GINI index;1985;31.399999618530273;Europe
840;Pakistan;gini;GINI index;1985;32.400001525878906;Asia
841;Panama;gini;GINI index;1985;;Americas
842;Papua New Guinea;gini;GINI index;1985;;Oceania
843;Paraguay;gini;GINI index;1985;;Americas
844;Peru;gini;GINI index;1985;;Americas
845;Philippines;gini;GINI index;1985;41.04;Asia
846;Poland;gini;GINI index;1985;25.16;Europe
847;Portugal;gini;GINI index;1985;;Europe
848;Romania;gini;GINI index;1985;;Europe
849;Russia;gini;GINI index;1985;;Europe
850;Rwanda;gini;GINI index;1985;28.9;Africa
851;Saint Lucia;gini;GINI index;1985;;Americas
852;Senegal;gini;GINI index;1985;;Africa
853;Sierra Leone;gini;GINI index;1985;;Africa
854;Singapore;gini;GINI index;1985;;Asia
855;Slovak Republic;gini;GINI index;1985;;
856;Slovenia;gini;GINI index;1985;;Europe
857;South Africa;gini;GINI index;1985;;Africa
858;Spain;gini;GINI index;1985;25.200000762939453;Europe
859;Sri Lanka;gini;GINI index;1985;32.47;Asia
860;Suriname;gini;GINI index;1985;;Americas
861;Swaziland;gini;GINI index;1985;;Africa
862;Sweden;gini;GINI index;1985;30.799999237060547;Europe
863;Switzerland;gini;GINI index;1985;;Europe
864;Tajikistan;gini;GINI index;1985;;Asia
865;Tanzania;gini;GINI index;1985;;
866;Thailand;gini;GINI index;1985;;Asia
867;Timor-Leste;gini;GINI index;1985;;Asia
868;Togo;gini;GINI index;1985;;Africa
869;Trinidad and Tobago;gini;GINI index;1985;;Americas
870;Tunisia;gini;GINI index;1985;43.43;Africa
871;Turkey;gini;GINI index;1985;;Asia
872;Turkmenistan;gini;GINI index;1985;;Asia
873;Uganda;gini;GINI index;1985;;Africa
874;Ukraine;gini;GINI index;1985;;Europe
875;United Kingdom;gini;GINI index;1985;30.700000762939453;
876;United States;gini;GINI index;1985;41.900001525878906;
877;Uruguay;gini;GINI index;1985;;Americas
878;Uzbekistan;gini;GINI index;1985;;Asia
879;Venezuela;gini;GINI index;1985;;
880;Vietnam;gini;GINI index;1985;;
881;Yemen Rep.;gini;GINI index;1985;;
882;Zambia;gini;GINI index;1985;;Africa
883;Zimbabwe;gini;GINI index;1985;;Africa
884;Albania;gini;GINI index;1986;;Europe
885;Algeria;gini;GINI index;1986;;Africa
886;Angola;gini;GINI index;1986;;Africa
887;Argentina;gini;GINI index;1986;44.51;Americas
888;Armenia;gini;GINI index;1986;;Asia
889;Australia;gini;GINI index;1986;40.599998474121094;Oceania
890;Austria;gini;GINI index;1986;;Europe
891;Azerbaijan;gini;GINI index;1986;;Asia
892;Bangladesh;gini;GINI index;1986;26.899999618530273;Asia
893;Belarus;gini;GINI index;1986;;Europe
894;Belgium;gini;GINI index;1986;;Europe
895;Benin;gini;GINI index;1986;;Africa
896;Bhutan;gini;GINI index;1986;;Asia
897;Bolivia;gini;GINI index;1986;;
898;Bosnia and Herzegovina;gini;GINI index;1986;;Europe
899;Botswana;gini;GINI index;1986;54.21;Africa
900;Brazil;gini;GINI index;1986;58.13;Americas
901;Bulgaria;gini;GINI index;1986;22.600000381469727;Europe
902;Burkina Faso;gini;GINI index;1986;;Africa
903;Burundi;gini;GINI index;1986;;Africa
904;Cambodia;gini;GINI index;1986;;Asia
905;Cameroon;gini;GINI index;1986;;Africa
906;Canada;gini;GINI index;1986;32.5;Americas
907;Cape Verde;gini;GINI index;1986;;
908;Central African Rep.;gini;GINI index;1986;;Africa
909;Chad;gini;GINI index;1986;;Africa
910;Chile;gini;GINI index;1986;55.70000076293945;Americas
911;China;gini;GINI index;1986;31.100000381469727;Asia
912;Colombia;gini;GINI index;1986;;Americas
913;Comoros;gini;GINI index;1986;;Africa
914;Congo Dem. Rep.;gini;GINI index;1986;;
915;Congo Rep.;gini;GINI index;1986;;
916;Costa Rica;gini;GINI index;1986;34.48;Americas
917;Cote d'Ivoire;gini;GINI index;1986;38.599998474121094;
918;Croatia;gini;GINI index;1986;;Europe
919;Czech Republic;gini;GINI index;1986;;Europe
920;Denmark;gini;GINI index;1986;32.099998474121094;Europe
921;Djibouti;gini;GINI index;1986;;Africa
922;Dominican Rep.;gini;GINI index;1986;47.78;Americas
923;Ecuador;gini;GINI index;1986;;Americas
924;Egypt;gini;GINI index;1986;;Africa
925;El Salvador;gini;GINI index;1986;;Americas
926;Estonia;gini;GINI index;1986;;Europe
927;Ethiopia;gini;GINI index;1986;;Africa
928;Finland;gini;GINI index;1986;;Europe
929;France;gini;GINI index;1986;;Europe
930;Gabon;gini;GINI index;1986;;Africa
931;Gambia;gini;GINI index;1986;;Africa
932;Georgia;gini;GINI index;1986;;Asia
933;Germany;gini;GINI index;1986;;Europe
934;Ghana;gini;GINI index;1986;;Africa
935;Greece;gini;GINI index;1986;;Europe
936;Guatemala;gini;GINI index;1986;58.0;Americas
937;Guinea;gini;GINI index;1986;;Africa
938;Guinea-Bissau;gini;GINI index;1986;;Africa
939;Guyana;gini;GINI index;1986;;Americas
940;Haiti;gini;GINI index;1986;;Americas
941;Honduras;gini;GINI index;1986;;Americas
942;Hong Kong;gini;GINI index;1986;42.0;Asia
943;Hungary;gini;GINI index;1986;;Europe
944;India;gini;GINI index;1986;33.70000076293945;Asia
945;Indonesia;gini;GINI index;1986;;Asia
946;Iran;gini;GINI index;1986;47.42;
947;Ireland;gini;GINI index;1986;;Europe
948;Israel;gini;GINI index;1986;36.400001525878906;Asia
949;Italy;gini;GINI index;1986;30.700000762939453;Europe
950;Jamaica;gini;GINI index;1986;;Americas
951;Japan;gini;GINI index;1986;;Asia
952;Jordan;gini;GINI index;1986;29.399999618530273;Asia
953;Kazakhstan;gini;GINI index;1986;;Asia
954;Kenya;gini;GINI index;1986;;Africa
955;South Korea;gini;GINI index;1986;;
956;Kyrgyzstan;gini;GINI index;1986;;Asia
957;Laos;gini;GINI index;1986;;Asia
958;Latvia;gini;GINI index;1986;;Europe
959;Lesotho;gini;GINI index;1986;61.0;Africa
960;Liberia;gini;GINI index;1986;;Africa
961;Lithuania;gini;GINI index;1986;;Europe
962;Luxembourg;gini;GINI index;1986;16.600000381469727;Europe
963;Macedonia;gini;GINI index;1986;;
964;Madagascar;gini;GINI index;1986;;Africa
965;Malawi;gini;GINI index;1986;;Africa
966;Malaysia;gini;GINI index;1986;;Asia
967;Mali;gini;GINI index;1986;;Africa
968;Mauritania;gini;GINI index;1986;;Africa
969;Mexico;gini;GINI index;1986;;Americas
970;Moldova;gini;GINI index;1986;;
971;Mongolia;gini;GINI index;1986;;Asia
972;Morocco;gini;GINI index;1986;;Africa
973;Mozambique;gini;GINI index;1986;;Africa
974;Namibia;gini;GINI index;1986;;Africa
975;Nepal;gini;GINI index;1986;;Asia
976;Netherlands;gini;GINI index;1986;29.700000762939453;Europe
977;Netherlands;gini;GINI index;1986;;Europe
978;New Zealand;gini;GINI index;1986;38.400001525878906;Oceania
979;Nicaragua;gini;GINI index;1986;;Americas
980;Niger;gini;GINI index;1986;;Africa
981;Nigeria;gini;GINI index;1986;38.68;Africa
982;Norway;gini;GINI index;1986;24.5;Europe
983;Pakistan;gini;GINI index;1986;32.20000076293945;Asia
984;Panama;gini;GINI index;1986;;Americas
985;Papua New Guinea;gini;GINI index;1986;;Oceania
986;Paraguay;gini;GINI index;1986;;Americas
987;Peru;gini;GINI index;1986;45.72;Americas
988;Philippines;gini;GINI index;1986;;Asia
989;Poland;gini;GINI index;1986;24.399999618530273;Europe
990;Portugal;gini;GINI index;1986;;Europe
991;Romania;gini;GINI index;1986;;Europe
992;Russia;gini;GINI index;1986;;Europe
993;Rwanda;gini;GINI index;1986;;Africa
994;Saint Lucia;gini;GINI index;1986;;Americas
995;Senegal;gini;GINI index;1986;;Africa
996;Sierra Leone;gini;GINI index;1986;;Africa
997;Singapore;gini;GINI index;1986;;Asia
998;Slovak Republic;gini;GINI index;1986;;
999;Slovenia;gini;GINI index;1986;;Europe
1000;South Africa;gini;GINI index;1986;;Africa
1001;Spain;gini;GINI index;1986;26.0;Europe
1002;Sri Lanka;gini;GINI index;1986;37.5;Asia
1003;Suriname;gini;GINI index;1986;;Americas
1004;Swaziland;gini;GINI index;1986;;Africa
1005;Sweden;gini;GINI index;1986;30.899999618530273;Europe
1006;Switzerland;gini;GINI index;1986;;Europe
1007;Tajikistan;gini;GINI index;1986;;Asia
1008;Tanzania;gini;GINI index;1986;;
1009;Thailand;gini;GINI index;1986;47.400001525878906;Asia
1010;Timor-Leste;gini;GINI index;1986;;Asia
1011;Togo;gini;GINI index;1986;;Africa
1012;Trinidad and Tobago;gini;GINI index;1986;;Americas
1013;Tunisia;gini;GINI index;1986;;Africa
1014;Turkey;gini;GINI index;1986;;Asia
1015;Turkmenistan;gini;GINI index;1986;;Asia
1016;Uganda;gini;GINI index;1986;;Africa
1017;Ukraine;gini;GINI index;1986;;Europe
1018;United Kingdom;gini;GINI index;1986;31.5;
1019;United States;gini;GINI index;1986;42.5;
1020;Uruguay;gini;GINI index;1986;;Americas
1021;Uzbekistan;gini;GINI index;1986;;Asia
1022;Venezuela;gini;GINI index;1986;;
1023;Vietnam;gini;GINI index;1986;;
1024;Yemen Rep.;gini;GINI index;1986;;
